TransactionID,Date,BranchCode,CustomerID,TellerID,Amount,TransactionType,Currency
CA00012935,2025-02-20,BR021,C502621,TLR-9153,1384.76,cash withdrawal,CAD
CA00010374,2025-02-13,BR008,C502796,TLR-9610,1081.07,cash withdrawal,CAD
CA00017377,2025-02-20,BR040,C502997,TLR-4967,761.8,cash deposit,CAD
CA00013126,2025-02-06,BR023,C500340,TLR-8607,303.76,cash withdrawal,CAD
CA00012463,2025-02-22,BR019,C503226,TLR-3566,7266.73,cash deposit,CAD
CA00009471,2025-02-23,BR004,C500288,TLR-1805,470.65,cash withdrawal,CAD
CA00011285,2025-02-11,BR014,C502716,TLR-6281,1231.25,cash deposit,CAD
CA00011061,2025-02-23,BR012,C501940,TLR-3940,278.39,cash deposit,CAD
CA00013093,2025-02-11,BR023,C501571,TLR-1671,1426.72,cash deposit,CAD
CA00011158,2025-02-20,BR013,C501684,TLR-3889,413.9,cash deposit,CAD
CA00012320,2025-02-22,BR019,C503737,TLR-7157,884.73,cash withdrawal,CAD
CA00012983,2025-02-10,BR022,C500212,TLR-9285,940.49,cash deposit,CAD
CA00009496,2025-02-26,BR004,C502008,TLR-8135,529.77,cash deposit,CAD
CA00009399,2025-02-15,BR003,C500237,TLR-9508,783.35,cash deposit,CAD
CA00015887,2025-02-15,BR036,C500119,TLR-8332,1410.23,cash withdrawal,CAD
CA00013620,2025-02-07,BR025,C503492,TLR-1920,-831.71,cash withdrawal,CAD
CA00017528,2025-02-13,BR040,C502653,TLR-4049,1112.93,cash withdrawal,CAD
CA00010338,2025-02-09,BR008,C500631,TLR-7331,268.9,cash deposit,CAD
CA00017300,2025-02-19,BR040,C502310,TLR-7573,2025.22,cash deposit,CAD
CA00012361,2025-02-05,BR019,C502655,TLR-8174,475.61,cash deposit,CAD
CA00017557,2025-02-16,BR040,C500004,TLR-5024,236.74,cash deposit,CAD
CA00014699,2025-02-12,BR030,C502891,TLR-6904,1009.72,cash deposit,CAD
CA00017341,2025-02-25,BR040,C500019,TLR-4618,568.56,cash deposit,CAD
CA00016069,2025-02-20,BR037,C503459,TLR-5436,711.47,cash deposit,CAD
CA00008936,2025-02-02,BR001,C501398,TLR-3275,307.05,cash withdrawal,CAD
CA00016700,2025-02-11,BR040,C501432,TLR-9198,1218.92,cash deposit,CAD
CA00012239,2025-02-01,BR018,C501114,TLR-2681,717.47,cash withdrawal,CAD
CA00009355,2025-02-05,BR003,C503526,TLR-2293,2073.94,cash deposit,CAD
CA00010606,2025-02-17,BR009,C500022,TLR-5067,947.7,cash deposit,CAD
CA00016281,2025-02-26,BR038,C500675,TLR-4628,1542.23,cash deposit,CAD
CA00011619,2025-02-25,BR015,C502677,TLR-6393,239.72,cash deposit,CAD
CA00014916,2025-02-15,BR031,C503156,TLR-3635,364.03,cash deposit,CAD
CA00009586,2025-02-22,BR004,C503660,TLR-6876,3600.99,cash deposit,CAD
CA00012835,2025-02-03,BR021,C503330,TLR-7272,426.38,cash deposit,CAD
CA00011669,2025-02-12,BR015,C501252,TLR-9231,1618.46,cash deposit,CAD
CA00011123,2025-02-08,BR012,C502670,TLR-4734,987.68,cash deposit,CAD
CA00016018,2025-02-19,BR037,C503497,TLR-7702,491.67,cash withdrawal,CAD
CA00016379,2025-02-14,BR038,C503953,TLR-1027,583.98,cash withdrawal,CAD
CA00012548,2025-02-05,BR019,C502251,TLR-5236,1299.43,cash withdrawal,CAD
CA00017283,2025-02-07,BR040,C503981,TLR-7392,731.31,cash withdrawal,CAD
CA00014285,2025-02-28,BR029,C503783,TLR-8895,931.92,cash deposit,CAD
CA00012101,2025-02-05,BR017,C500137,TLR-2412,643.84,cash deposit,CAD
CA00013695,2025-02-17,BR026,C501481,TLR-1025,991.19,cash deposit,CAD
CA00011720,2025-02-16,BR016,C502294,TLR-2905,735.21,cash deposit,CAD
CA00013004,2025-02-20,BR022,C502015,TLR-3539,823.69,cash deposit,CAD
CA00010124,2025-02-03,BR007,C502625,TLR-8407,865.76,cash deposit,CAD
CA00010275,2025-02-26,BR007,C500251,TLR-8039,571.28,cash withdrawal,CAD
CA00016828,2025-02-09,BR040,C503712,TLR-4747,3201.08,cash deposit,CAD
CA00012623,2025-02-28,BR020,C500242,TLR-2772,1047.21,cash withdrawal,USD
CA00015073,2025-02-25,BR032,C500530,TLR-8828,1993.66,cash withdrawal,CAD
CA00012511,2025-02-09,BR019,C503965,TLR-1110,222.48,cash deposit,CAD
CA00013462,2025-02-24,BR025,C501207,TLR-3592,387.4,cash deposit,CAD
CA00011770,2025-02-04,BR016,C501855,TLR-8665,275.71,cash deposit,CAD
CA00009205,2025-02-27,BR003,C501457,TLR-7290,2607.74,cash withdrawal,CAD
CA00010382,2025-02-28,BR008,C501554,TLR-8429,2502.11,cash deposit,CAD
CA00017449,2025-02-05,BR040,C500618,TLR-3827,1388.6,cash withdrawal,CAD
CA00012149,2025-02-17,BR017,C502413,TLR-1394,1201.79,cash withdrawal,CAD
CA00015964,2025-02-28,BR036,C500855,TLR-9348,3394.17,cash deposit,CAD
CA00014496,2025-02-22,BR030,C500149,TLR-4828,1020.64,cash deposit,CAD
CA00015498,2025-02-06,BR035,C502268,TLR-2928,2872.17,cash deposit,CAD
CA00014283,2025-02-21,BR029,C500179,TLR-2581,2390.94,cash deposit,CAD
CA00014382,2025-02-18,BR029,C501268,TLR-5406,1693.34,cash withdrawal,CAD
CA00009852,2025-02-17,BR006,C502152,TLR-6321,1063.61,cash withdrawal,CAD
CA00008850,2025-02-09,BR001,C501807,TLR-6900,602.86,cash deposit,CAD
CA00014083,2025-02-21,BR027,C503720,TLR-1317,1187.01,cash withdrawal,CAD
CA00016898,2025-02-17,BR040,C503004,TLR-1796,588.41,cash withdrawal,CAD
CA00013597,2025-02-19,BR025,C500675,TLR-2899,2210.79,cash deposit,CAD
CA00012507,2025-02-06,BR019,C502621,TLR-6086,4343.21,cash deposit,CAD
CA00015886,2025-02-12,BR036,C503273,TLR-6995,278.49,cash withdrawal,CAD
CA00013710,2025-02-28,BR026,C503613,TLR-7225,543.33,cash deposit,CAD
CA00010175,2025-02-10,BR007,C502652,TLR-5493,2565.76,cash deposit,CAD
CA00009834,2025-02-19,BR006,C500205,TLR-7953,327.58,cash withdrawal,CAD
CA00011476,2025-02-02,BR015,C501942,TLR-9573,1254.45,cash deposit,CAD
CA00017066,2025-02-04,BR040,C500514,TLR-8887,1897.38,cash deposit,CAD
CA00010412,2025-02-01,BR008,C500075,TLR-4352,502.4,cash withdrawal,CAD
CA00011241,2025-02-09,BR014,C501188,TLR-7863,1093.78,cash deposit,CAD
CA00011380,2025-02-10,BR014,C501159,TLR-1773,726.49,cash deposit,CAD
CA00013838,2025-02-26,BR026,C500408,TLR-8121,-357.44,cash withdrawal,CAD
CA00010461,2025-02-24,BR008,C502527,TLR-3130,1504.64,cash withdrawal,CAD
CA00014686,2025-02-19,BR030,C501862,TLR-3356,733.51,cash withdrawal,CAD
CA00013076,2025-02-21,BR023,C500065,TLR-5040,993.89,cash deposit,CAD
CA00013305,2025-02-18,BR024,C502970,TLR-4303,764.67,cash withdrawal,CAD
CA00014327,2025-02-14,BR029,C502250,TLR-4730,608.43,cash deposit,CAD
CA00017361,2025-02-26,BR040,C502216,TLR-9689,1011.17,cash deposit,CAD
CA00011512,2025-02-18,BR015,C502253,TLR-8940,1141.67,cash deposit,CAD
CA00017198,2025-02-22,BR040,C500283,TLR-1971,737.97,cash deposit,CAD
CA00015087,2025-02-13,BR032,C501367,TLR-1182,685.54,cash withdrawal,CAD
CA00011600,2025-02-02,BR015,C502317,TLR-2383,511.81,cash withdrawal,CAD
CA00016160,2025-02-24,BR037,C503135,TLR-4645,1577.76,cash deposit,CAD
CA00014574,2025-02-24,BR030,C503432,TLR-1000,1020.67,cash withdrawal,CAD
CA00016817,2025-02-10,BR040,C500227,TLR-5861,1056.61,cash deposit,CAD
CA00014225,2025-02-27,BR028,C502989,TLR-4134,1427.85,cash deposit,CAD
CA00015688,2025-02-28,BR035,C501187,TLR-4424,898.08,cash withdrawal,CAD
CA00011211,2025-02-09,BR013,C503416,TLR-1200,735.77,cash deposit,CAD
CA00009107,2025-02-02,BR002,C501822,TLR-7079,-903.61,cash withdrawal,CAD
CA00013877,2025-02-05,BR026,C501470,TLR-4418,1831.07,cash deposit,CAD
CA00008908,2025-02-07,BR001,C502440,TLR-1936,842.32,cash deposit,CAD
CA00012994,2025-02-26,BR022,C503501,TLR-1275,234.69,cash deposit,CAD
CA00013812,2025-02-14,BR026,C500354,TLR-9286,-840.96,cash withdrawal,CAD
CA00010625,2025-02-18,BR009,C503512,TLR-5096,1517.08,cash withdrawal,CAD
CA00013447,2025-02-26,BR025,C501766,TLR-3054,-326.15,cash withdrawal,CAD
CA00010887,2025-02-04,BR011,C502104,TLR-9306,2214.41,cash deposit,CAD
CA00011043,2025-02-12,BR012,C503723,TLR-9883,1208.0,cash deposit,CAD
CA00017468,2025-02-04,BR040,C501972,TLR-8012,1785.27,cash deposit,CAD
CA00012119,2025-02-06,BR017,C501530,TLR-3369,366.59,cash withdrawal,CAD
CA00011164,2025-02-03,BR013,C503160,TLR-5397,2160.29,cash deposit,CAD
CA00016486,2025-02-28,BR039,C500615,TLR-8158,1941.95,cash deposit,CAD
CA00009444,2025-02-26,BR004,C501337,TLR-7899,709.27,cash deposit,CAD
CA00011912,2025-02-20,BR016,C501795,TLR-3751,1701.59,cash withdrawal,CAD
CA00012203,2025-02-17,BR018,C500919,TLR-1683,724.54,cash deposit,CAD
CA00017303,2025-02-23,BR040,C503105,TLR-2873,625.54,cash deposit,CAD
CA00015129,2025-02-12,BR033,C503448,TLR-9826,917.26,cash withdrawal,CAD
CA00013219,2025-02-16,BR024,C501292,TLR-8238,10377.12,cash withdrawal,CAD
CA00008712,2025-02-27,BR001,C500236,TLR-5698,737.62,cash withdrawal,CAD
CA00014885,2025-02-28,BR031,C501121,TLR-2012,462.53,cash withdrawal,CAD
CA00013269,2025-02-26,BR024,C503592,TLR-5630,1765.19,cash withdrawal,CAD
CA00011542,2025-02-16,BR015,C502584,TLR-3999,2187.78,cash withdrawal,CAD
CA00011712,2025-02-23,BR015,C502311,TLR-8746,1275.21,cash withdrawal,CAD
CA00009499,2025-02-19,BR004,C502102,TLR-2864,1007.61,cash withdrawal,CAD
CA00011899,2025-02-03,BR016,C500415,TLR-6620,885.0,cash withdrawal,CAD
CA00014203,2025-02-03,BR028,C502340,TLR-5144,1054.2,cash withdrawal,CAD
CA00012872,2025-02-22,BR021,C502439,TLR-1553,572.17,cash withdrawal,CAD
CA00011924,2025-02-28,BR016,C502415,TLR-8188,672.14,cash deposit,CAD
CA00009929,2025-02-17,BR006,C503745,TLR-5572,1130.57,cash withdrawal,CAD
CA00013618,2025-02-11,BR025,C501540,TLR-8692,856.24,cash deposit,CAD
CA00012468,2025-02-26,BR019,C500767,TLR-9443,731.72,cash deposit,CAD
CA00013948,2025-02-01,BR027,C503606,TLR-6551,252.0,cash deposit,CAD
CA00014293,2025-02-28,BR029,C503150,TLR-7134,574.93,cash deposit,CAD
CA00017458,2025-02-11,BR040,C500637,TLR-9112,1219.16,cash deposit,CAD
CA00010491,2025-02-22,BR008,C502878,TLR-7666,684.48,cash deposit,CAD
CA00017059,2025-02-28,BR040,C501615,TLR-9154,815.01,cash deposit,CAD
CA00016672,2025-02-02,BR040,C502382,TLR-9189,222.52,cash deposit,CAD
CA00010058,2025-02-14,BR006,C502641,TLR-5069,1530.03,cash withdrawal,CAD
CA00010400,2025-02-20,BR008,C503566,TLR-7293,1118.95,cash withdrawal,CAD
CA00009650,2025-02-11,BR004,C502583,TLR-2851,2543.68,cash withdrawal,CAD
CA00013740,2025-02-26,BR026,C501672,TLR-2282,-449.62,cash withdrawal,CAD
CA00017649,2025-02-02,BR040,C502332,TLR-9862,1313.62,cash deposit,CAD
CA00008835,2025-02-18,BR001,C502037,TLR-4707,685.4,cash withdrawal,CAD
CA00009810,2025-02-02,BR006,C500862,TLR-3709,720.13,cash withdrawal,CAD
CA00008947,2025-02-10,BR001,C501314,TLR-9086,1907.17,cash withdrawal,CAD
CA00014613,2025-02-15,BR030,C501475,TLR-1658,407.05,cash withdrawal,CAD
CA00013053,2025-02-16,BR023,C500930,TLR-5495,916.96,cash deposit,CAD
CA00008964,2025-02-11,BR001,C500046,TLR-6266,795.0,cash deposit,CAD
CA00013771,2025-02-08,BR026,C502397,TLR-6106,-591.93,cash withdrawal,CAD
CA00016419,2025-02-14,BR038,C503075,TLR-2987,1270.1,cash withdrawal,CAD
CA00011623,2025-02-11,BR015,C503614,TLR-5801,1846.2,cash withdrawal,CAD
CA00013125,2025-02-07,BR023,C502538,TLR-7481,962.9,cash deposit,CAD
CA00017399,2025-02-15,BR040,C501017,TLR-6869,463.29,cash deposit,CAD
CA00016518,2025-02-01,BR039,C502578,TLR-8447,553.41,cash deposit,CAD
CA00015321,2025-02-23,BR034,C501305,TLR-4224,1538.73,cash withdrawal,CAD
CA00008901,2025-02-06,BR001,C500106,TLR-4066,371.1,cash deposit,CAD
CA00011083,2025-02-08,BR012,C503353,TLR-6942,2700.95,cash deposit,CAD
CA00012767,2025-02-07,BR021,C501529,TLR-3029,1526.67,cash deposit,CAD
CA00010091,2025-02-05,BR007,C500468,TLR-5356,977.7,cash withdrawal,CAD
CA00010711,2025-02-26,BR010,C503569,TLR-8456,1176.91,cash withdrawal,CAD
CA00008929,2025-02-24,BR001,C503776,TLR-3753,4714.56,cash deposit,CAD
CA00011839,2025-02-22,BR016,C503211,TLR-4727,1345.13,cash deposit,CAD
CA00010391,2025-02-01,BR008,C500320,TLR-5235,2257.51,cash deposit,CAD
CA00008970,2025-02-02,BR001,C503030,TLR-4364,2645.78,cash deposit,CAD
CA00015710,2025-02-09,BR036,C501772,TLR-6559,852.77,cash deposit,CAD
CA00015455,2025-02-14,BR035,C501320,TLR-5236,839.86,cash deposit,CAD
CA00013175,2025-02-04,BR024,C500129,TLR-2390,680.06,cash withdrawal,CAD
CA00010508,2025-02-11,BR008,C502544,TLR-1480,1377.01,cash withdrawal,CAD
CA00013361,2025-02-22,BR024,C501449,TLR-7023,695.55,cash withdrawal,CAD
CA00008920,2025-02-28,BR001,C502239,TLR-6755,2656.49,cash withdrawal,CAD
CA00014418,2025-02-02,BR030,C500768,TLR-7289,3184.54,cash withdrawal,CAD
CA00012366,2025-02-27,BR019,C500467,TLR-4996,1925.69,cash deposit,CAD
CA00016040,2025-02-21,BR037,C502315,TLR-8793,400.63,cash withdrawal,CAD
CA00012235,2025-02-20,BR018,C501188,TLR-3129,1218.59,cash withdrawal,CAD
CA00009157,2025-02-06,BR002,C503522,TLR-2990,1091.1,cash deposit,CAD
CA00016998,2025-02-05,BR040,C503298,TLR-1412,651.32,cash deposit,CAD
CA00017631,2025-02-26,BR040,C500340,TLR-8399,627.36,cash deposit,CAD
CA00014261,2025-02-17,BR029,C502090,TLR-3179,386.05,cash withdrawal,CAD
CA00010852,2025-02-07,BR011,C500929,TLR-6988,808.61,cash withdrawal,CAD
CA00014750,2025-02-09,BR031,C502475,TLR-9286,500.18,cash deposit,CAD
CA00015335,2025-02-26,BR034,C500419,TLR-2198,2419.85,cash withdrawal,CAD
CA00013936,2025-02-16,BR027,C503165,TLR-6412,402.05,cash withdrawal,CAD
CA00013796,2025-02-07,BR026,C503865,TLR-2334,-1557.92,cash withdrawal,CAD
CA00012936,2025-02-17,BR021,C500169,TLR-9710,1312.52,cash deposit,CAD
CA00016924,2025-02-11,BR040,C500777,TLR-3887,2214.24,cash withdrawal,CAD
CA00013953,2025-02-04,BR027,C501438,TLR-1849,1937.83,cash withdrawal,CAD
CA00012408,2025-02-28,BR019,C501156,TLR-1563,1168.76,cash deposit,CAD
CA00011865,2025-02-27,BR016,C500089,TLR-8044,1028.93,cash deposit,CAD
CA00013566,2025-02-03,BR025,C501534,TLR-3323,1085.92,cash deposit,CAD
CA00015529,2025-02-18,BR035,C501935,TLR-6923,1181.13,cash deposit,CAD
CA00011188,2025-02-17,BR013,C501999,TLR-3531,446.84,cash withdrawal,CAD
CA00014498,2025-02-22,BR030,C500906,TLR-4328,1084.14,cash deposit,CAD
CA00009497,2025-02-19,BR004,C501175,TLR-1681,2271.0,cash withdrawal,CAD
CA00014419,2025-02-17,BR030,C501903,TLR-2947,1843.83,cash deposit,CAD
CA00014470,2025-02-02,BR030,C501093,TLR-7486,1358.17,cash deposit,CAD
CA00013899,2025-02-11,BR026,C503452,TLR-4479,-900.37,cash withdrawal,CAD
CA00013644,2025-02-12,BR025,C502952,TLR-2717,-279.63,cash withdrawal,CAD
CA00009958,2025-02-21,BR006,C503998,TLR-1820,1118.05,cash withdrawal,CAD
CA00017000,2025-02-15,BR040,C500931,TLR-9707,523.13,cash withdrawal,CAD
CA00016420,2025-02-06,BR038,C500577,TLR-7399,848.1,cash withdrawal,CAD
CA00014667,2025-02-13,BR030,C501872,TLR-7996,2723.79,cash deposit,CAD
CA00016322,2025-02-18,BR038,C502032,TLR-8278,456.59,cash deposit,CAD
CA00014610,2025-02-13,BR030,C500642,TLR-8192,1146.64,cash withdrawal,CAD
CA00010481,2025-02-06,BR008,C501015,TLR-3217,913.72,cash deposit,CAD
CA00010085,2025-02-24,BR007,C502327,TLR-9701,4418.61,cash deposit,CAD
CA00010046,2025-02-26,BR006,C500724,TLR-8886,259.96,cash deposit,CAD
CA00014091,2025-02-05,BR027,C500196,TLR-8264,9534.79,cash withdrawal,CAD
CA00011382,2025-02-16,BR014,C501579,TLR-1778,777.39,cash withdrawal,CAD
CA00014284,2025-02-13,BR029,C503589,TLR-9430,4401.26,cash withdrawal,CAD
CA00012605,2025-02-22,BR020,C501290,TLR-2403,585.33,cash withdrawal,USD
CA00014223,2025-02-14,BR028,C503627,TLR-4573,748.09,cash withdrawal,CAD
CA00013187,2025-02-15,BR024,C500915,TLR-8333,1169.58,cash withdrawal,CAD
CA00016599,2025-02-07,BR039,C500904,TLR-9067,383.53,cash deposit,CAD
CA00015014,2025-02-16,BR032,C503871,TLR-8240,470.28,cash deposit,CAD
CA00016526,2025-02-21,BR039,C503085,TLR-3764,2929.76,cash withdrawal,CAD
CA00014805,2025-02-15,BR031,C502711,TLR-6535,3436.99,cash deposit,CAD
CA00009720,2025-02-20,BR005,C500946,TLR-9379,1774.33,cash withdrawal,CAD
CA00016716,2025-02-18,BR040,C503947,TLR-3929,598.69,cash deposit,CAD
CA00016592,2025-02-25,BR039,C503760,TLR-8832,872.66,cash withdrawal,CAD
CA00013047,2025-02-19,BR023,C501107,TLR-1056,3686.04,cash withdrawal,CAD
CA00017316,2025-02-27,BR040,C503183,TLR-8685,659.32,cash deposit,CAD
CA00009438,2025-02-07,BR004,C503487,TLR-8225,723.3,cash deposit,CAD
CA00015238,2025-02-23,BR033,C503141,TLR-9494,1553.15,cash deposit,CAD
CA00012243,2025-02-14,BR018,C500904,TLR-2150,970.25,cash deposit,CAD
CA00014535,2025-02-27,BR030,C500637,TLR-4667,473.17,cash deposit,CAD
CA00010570,2025-02-03,BR009,C501565,TLR-5801,2229.93,cash withdrawal,CAD
CA00013564,2025-02-07,BR025,C503346,TLR-2577,-1494.57,cash withdrawal,CAD
CA00017604,2025-02-09,BR040,C500599,TLR-2026,1670.56,cash deposit,CAD
CA00017415,2025-02-19,BR040,C501271,TLR-9538,1135.08,cash withdrawal,CAD
CA00017632,2025-02-20,BR040,C500932,TLR-5619,1055.35,cash withdrawal,CAD
CA00008718,2025-02-16,BR001,C500682,TLR-9088,545.75,cash withdrawal,CAD
CA00017272,2025-02-14,BR040,C501343,TLR-2676,920.03,cash withdrawal,CAD
CA00010950,2025-02-07,BR012,C503984,TLR-5024,773.33,cash withdrawal,CAD
CA00014136,2025-02-14,BR028,C502153,TLR-3048,393.45,cash withdrawal,CAD
CA00011224,2025-02-19,BR013,C501875,TLR-4364,1161.26,cash deposit,CAD
CA00011972,2025-02-23,BR017,C500480,TLR-4353,1107.05,cash withdrawal,CAD
CA00011412,2025-02-21,BR014,C501198,TLR-8184,6313.97,cash deposit,CAD
CA00012333,2025-02-01,BR019,C501931,TLR-4116,3272.37,cash withdrawal,CAD
CA00011590,2025-02-19,BR015,C502036,TLR-7755,533.91,cash deposit,CAD
CA00015924,2025-02-05,BR036,C502207,TLR-2878,1592.38,cash withdrawal,CAD
CA00016597,2025-02-07,BR039,C500566,TLR-3556,1468.16,cash deposit,CAD
CA00009860,2025-02-08,BR006,C500279,TLR-4726,522.37,cash withdrawal,CAD
CA00009085,2025-02-28,BR002,C501048,TLR-5471,286.61,cash deposit,CAD
CA00015495,2025-02-19,BR035,C503308,TLR-4074,1445.69,cash deposit,CAD
CA00013246,2025-02-15,BR024,C501493,TLR-2079,421.31,cash deposit,CAD
CA00011908,2025-02-24,BR016,C503595,TLR-7476,381.74,cash deposit,CAD
CA00017411,2025-02-13,BR040,C500164,TLR-6620,711.01,cash withdrawal,CAD
CA00013557,2025-02-04,BR025,C501990,TLR-5293,-298.21,cash withdrawal,CAD
CA00015177,2025-02-24,BR033,C503551,TLR-7375,511.39,cash withdrawal,CAD
CA00011968,2025-02-24,BR017,C502602,TLR-5248,1005.16,cash deposit,CAD
CA00012052,2025-02-04,BR017,C501058,TLR-1297,830.1,cash withdrawal,CAD
CA00013455,2025-02-10,BR025,C503523,TLR-2963,1171.87,cash deposit,CAD
CA00011038,2025-02-22,BR012,C503605,TLR-9645,495.73,cash withdrawal,CAD
CA00014739,2025-02-28,BR031,C503781,TLR-7860,1306.22,cash withdrawal,CAD
CA00010029,2025-02-27,BR006,C502123,TLR-5431,1119.5,cash deposit,CAD
CA00008836,2025-02-23,BR001,C503114,TLR-2046,1113.14,cash withdrawal,CAD
CA00009510,2025-02-09,BR004,C502016,TLR-5072,921.39,cash withdrawal,CAD
CA00011100,2025-02-23,BR012,C501391,TLR-4599,669.0,cash deposit,CAD
CA00012500,2025-02-26,BR019,C502799,TLR-6168,355.84,cash withdrawal,CAD
CA00016994,2025-02-03,BR040,C502732,TLR-6056,583.88,cash deposit,CAD
CA00011500,2025-02-11,BR015,C503979,TLR-2189,1493.5,cash deposit,CAD
CA00017263,2025-02-14,BR040,C500183,TLR-5446,1077.37,cash withdrawal,CAD
CA00009585,2025-02-13,BR004,C500313,TLR-6649,550.23,cash deposit,CAD
CA00013356,2025-02-27,BR024,C502622,TLR-7849,1076.5,cash withdrawal,CAD
CA00009299,2025-02-09,BR003,C502834,TLR-7221,332.77,cash withdrawal,CAD
CA00012073,2025-02-20,BR017,C503309,TLR-2172,1795.26,cash withdrawal,CAD
CA00012609,2025-02-25,BR020,C501210,TLR-9993,1795.78,cash withdrawal,USD
CA00011325,2025-02-07,BR014,C503441,TLR-8846,1214.77,cash deposit,CAD
CA00014818,2025-02-01,BR031,C501806,TLR-1148,860.44,cash withdrawal,CAD
CA00011622,2025-02-17,BR015,C502005,TLR-7885,3363.69,cash deposit,CAD
CA00017404,2025-02-07,BR040,C503954,TLR-8843,1387.28,cash deposit,CAD
CA00011845,2025-02-14,BR016,C503605,TLR-6193,4215.07,cash withdrawal,CAD
CA00014952,2025-02-12,BR031,C500130,TLR-3333,432.4,cash deposit,CAD
CA00010977,2025-02-11,BR012,C503619,TLR-2696,1714.33,cash deposit,CAD
CA00017111,2025-02-20,BR040,C503504,TLR-8992,296.37,cash withdrawal,CAD
CA00015783,2025-02-22,BR036,C501387,TLR-7827,4250.47,cash deposit,CAD
CA00012432,2025-02-17,BR019,C503786,TLR-6220,1042.09,cash deposit,CAD
CA00016698,2025-02-20,BR040,C502320,TLR-3089,2201.19,cash deposit,CAD
CA00009805,2025-02-02,BR006,C503200,TLR-8585,535.85,cash deposit,CAD
CA00009082,2025-02-26,BR002,C501428,TLR-2921,654.99,cash deposit,CAD
CA00009435,2025-02-18,BR004,C503269,TLR-4236,2504.7,cash withdrawal,CAD
CA00010144,2025-02-21,BR007,C501793,TLR-4896,559.68,cash withdrawal,CAD
CA00011663,2025-02-18,BR015,C500548,TLR-8605,1543.22,cash withdrawal,CAD
CA00008739,2025-02-26,BR001,C501558,TLR-7116,654.87,cash deposit,CAD
CA00010418,2025-02-12,BR008,C503477,TLR-6230,2116.29,cash deposit,CAD
CA00012276,2025-02-13,BR018,C500925,TLR-5064,1920.91,cash deposit,CAD
CA00014394,2025-02-16,BR030,C503576,TLR-7440,1035.26,cash withdrawal,CAD
CA00009409,2025-02-18,BR003,C500740,TLR-1902,567.71,cash withdrawal,CAD
CA00013548,2025-02-16,BR025,C501781,TLR-7439,-550.46,cash withdrawal,CAD
CA00008857,2025-02-03,BR001,C500205,TLR-8203,735.33,cash withdrawal,CAD
CA00012317,2025-02-09,BR019,C501309,TLR-5902,3261.05,cash withdrawal,CAD
CA00017366,2025-02-15,BR040,C501835,TLR-6771,1436.78,cash deposit,CAD
CA00016683,2025-02-08,BR040,C502976,TLR-4367,1448.59,cash withdrawal,CAD
CA00014364,2025-02-21,BR029,C502229,TLR-3010,1791.44,cash deposit,CAD
CA00014041,2025-02-12,BR027,C500164,TLR-7288,1141.3,cash deposit,CAD
CA00011337,2025-02-26,BR014,C503236,TLR-6009,489.09,cash deposit,CAD
CA00013326,2025-02-28,BR024,C500503,TLR-4980,1326.22,cash deposit,CAD
CA00010751,2025-02-26,BR010,C501244,TLR-6777,644.29,cash deposit,CAD
CA00010432,2025-02-22,BR008,C503471,TLR-1075,1560.9,cash withdrawal,CAD
CA00017044,2025-02-09,BR040,C503115,TLR-4266,1900.72,cash withdrawal,CAD
CA00015628,2025-02-19,BR035,C503838,TLR-7207,610.59,cash withdrawal,CAD
CA00013233,2025-02-01,BR024,C502387,TLR-8526,975.25,cash deposit,CAD
CA00017174,2025-02-04,BR040,C503634,TLR-4764,694.26,cash deposit,CAD
CA00014729,2025-02-05,BR031,C500934,TLR-1205,207.8,cash deposit,CAD
CA00013996,2025-02-01,BR027,C503797,TLR-2154,1837.32,cash withdrawal,CAD
CA00009025,2025-02-23,BR002,C503420,TLR-6986,-302.38,cash withdrawal,CAD
CA00009578,2025-02-16,BR004,C502081,TLR-9145,1210.35,cash withdrawal,CAD
CA00009278,2025-02-07,BR003,C503767,TLR-8333,607.72,cash withdrawal,CAD
CA00016478,2025-02-28,BR039,C503318,TLR-4927,1251.1,cash deposit,CAD
CA00014650,2025-02-06,BR030,C500286,TLR-2108,2019.98,cash deposit,CAD
CA00010290,2025-02-13,BR008,C502778,TLR-2903,2604.15,cash withdrawal,CAD
CA00010899,2025-02-20,BR011,C501504,TLR-9860,790.31,cash withdrawal,CAD
CA00015796,2025-02-16,BR036,C503812,TLR-6583,899.4,cash withdrawal,CAD
CA00015391,2025-02-04,BR034,C503230,TLR-5259,470.55,cash withdrawal,CAD
CA00013210,2025-02-04,BR024,C503201,TLR-4504,1520.2,cash withdrawal,CAD
CA00014936,2025-02-23,BR031,C501836,TLR-8507,2684.39,cash deposit,CAD
CA00008766,2025-02-17,BR001,C503376,TLR-7827,692.15,cash deposit,CAD
CA00014554,2025-02-03,BR030,C503311,TLR-4106,1107.15,cash deposit,CAD
CA00010731,2025-02-20,BR010,C502134,TLR-5313,969.49,cash withdrawal,CAD
CA00014318,2025-02-06,BR029,C503307,TLR-8858,1131.2,cash withdrawal,CAD
CA00015503,2025-02-06,BR035,C500459,TLR-1727,2386.72,cash withdrawal,CAD
CA00016050,2025-02-14,BR037,C501887,TLR-6399,178.81,cash deposit,CAD
CA00009231,2025-02-07,BR003,C502335,TLR-9376,246.84,cash deposit,CAD
CA00009532,2025-02-25,BR004,C503055,TLR-2906,1501.89,cash withdrawal,CAD
CA00014785,2025-02-20,BR031,C502211,TLR-5192,726.03,cash withdrawal,CAD
CA00010760,2025-02-22,BR010,C503171,TLR-3439,856.16,cash deposit,CAD
